track_name,artists,Rank,Year,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
the great escape,boys like girls,49,2008,72XWsiLW8q2g8Lv0a010ha,Boys Like Girls,55,206520,False,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,4,punk-rock
the hand that feeds,nine inch nails,33,2005,4L5r9XNiWJ7cbqcIiNvVes,With Teeth (Bonus Tracks),58,211680,False,0.587,0.99,0,-4.496,1,0.0783,0.0172,0.000668,0.104,0.486,127.992,4,industrial
the hills,the weeknd,16,2021,4g7118rCobKcU4XQXSFlBS,Drippy Drippy,3,242280,True,0.565,0.551,0,-7.007,0,0.0687,0.0845,0.0,0.139,0.125,112.98,4,pop
the joke,brandi carlile,5,2019,18k8IlS52uxRWObykDUZFG,"By The Way, I Forgive You",60,279373,False,0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,4,acoustic
the kind of love we make,luke combs,39,2023,28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,82,224426,False,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,country
the last of the real ones,fall out boy,36,2017,6e13443Ve7RGcAUScTgYtl,MANIA,62,230400,False,0.576,0.872,8,-5.293,1,0.0471,0.00599,0.0,0.188,0.559,115.042,4,emo
the logical song,supertramp,50,2022,5Z4EgTCCoObfO1WfrvrQ9v,The Very Best Of Supertramp,56,249666,False,0.623,0.666,5,-9.255,0,0.0457,0.562,0.000228,0.148,0.729,120.247,4,piano
the middle,jimmy eat world,31,2021,7bg7JfJvKgKX1xTn1gGAki,Mirando las nubes,0,166040,False,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,4,alt-rock
the night king,ramin djawadi,45,2019,1aDklx1GaBqHFowCzz63wU,Game Of Thrones: Season 8 (Music from the HBO Series),59,530532,False,0.182,0.0651,10,-16.341,1,0.0462,0.942,0.886,0.111,0.038,60.812,4,german
the night we met,lord huron,40,2017,3hRV0jL3vUpRrcy398teAU,Strange Trails,83,208211,False,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3,folk
the nights,avicii,42,2022,0ct6r3EGTcMLPtrXHDvVjc,The Days / Nights,86,176658,False,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,dance
the one,the chainsmokers,33,2017,0wfbD5rAksdXUzRvMfM3x5,Memories...Do Not Open,59,177573,True,0.76,0.303,2,-11.362,1,0.0284,0.238,8.09e-06,0.294,0.15,99.991,4,edm
the one that got away,katy perry,40,2012,4uQY80TKE1u4ZQZQKHzVEi,Teenage Dream,76,227333,False,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,4,dance
the only exception,paramore,45,2010,7JIuqL4ZqkpfGKQhYlrirs,Brand New Eyes,74,267653,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,3,emo
the phoenix,fall out boy,41,2013,7jwDuO7UZvWs77KNj9HbvF,Save Rock And Roll,70,244960,False,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,4,emo
the pot,tool,20,2019,1lATXTBJDHwawvT1UfxWu3,"10,000 Days",69,381946,True,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,4,alt-rock
the pretender,foo fighters,40,2008,7x8dCjCr0x6x2lXKujYD34,"Echoes, Silence, Patience & Grace",79,269373,False,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,4,alt-rock
the real slim shady,eminem,28,2022,3yfqSUWxFvZELEM4PmlwIR,The Marshall Mathers LP,87,284200,True,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,hip-hop
the reason,hoobastank,38,2021,77loZpT5Y5PRP1S451P9Yz,The Reason (15th Anniversary Deluxe),81,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,alt-rock
the rumbling,sim,45,2022,6k0X05danQOXSBTVek5DU1,The Rumbling,73,220799,False,0.459,0.878,5,-1.399,0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4,j-rock
the search,nf,19,2019,2OKo7g3KfmCt3kyLvUAL0g,The Search,74,248040,False,0.789,0.786,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.957,4,hip-hop
the sound,the 1975,32,2016,7h6lpVuSGPW6RNjDXKpYDh,"I like it when you sleep, for you are so beautiful yet so unaware of it",63,248879,False,0.648,0.936,0,-4.745,1,0.0762,0.085,6.93e-06,0.482,0.566,120.708,4,alt-rock
the sound of silence,disturbed,25,2025,6ZvHLqK1T4EVzWx372MHto,Immortalized,41,248466,False,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4,alternative
the story,sara ramirez,47,2011,3rDfh2uI7DaBUAaBgaUkqH,Sara Ramirez - EP,56,225346,False,0.504,0.41,11,-5.86,1,0.0288,0.0438,0.00123,0.108,0.134,98.022,4,show-tunes
the triumph of king freak (a crypt of preservation and superstition),rob zombie,44,2020,64D3mSyqF6wwuxkdOeQmbl,The Eternal Struggles of the Howling Man,22,247040,False,0.546,0.919,2,-5.467,1,0.0568,5.31e-05,0.178,0.0833,0.383,99.972,4,industrial
the writing on the wall,iron maiden,49,2021,20sXcaJkWP0DdzA58Colw3,Senjutsu,61,373898,False,0.402,0.912,2,-5.447,0,0.0442,0.00158,0.000179,0.0923,0.566,90.045,4,hard-rock
there's nothing holdin' me back,shawn mendes,34,2018,7JJmb5XwzOO8jgpou264Ml,Illuminate (Deluxe),86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance
therefore i am,billie eilish,50,2021,0OZYXc58HooMgBNWyp6cuO,pov: it's 2021,2,174321,False,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,electro
thinkin bout you,frank ocean,43,2012,7DfFc7a6Rwfi3YQMRbDMau,channel ORANGE,78,200746,False,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4,soul
this afternoon,nickelback,50,2010,1RG8MABX0VciDk6WYb8pBv,Dark Horse,60,273493,False,0.507,0.875,7,-7.697,1,0.0389,0.00257,0.0,0.346,0.647,160.079,4,grunge
this is how we do it,montell jordan,31,2021,6aJ90LBl96bly9zuEH1U2X,Best Of Montell Jordan,66,237546,False,0.791,0.702,1,-7.333,1,0.0623,0.0174,0.0,0.423,0.789,103.646,4,j-dance
this is war,thirty seconds to mars,33,2009,2D52zjCyqEIQa221lhw6uk,This Is War,66,326983,False,0.402,0.723,6,-5.26,1,0.0579,0.0663,2e-06,0.233,0.224,160.047,4,grunge
this town,niall horan,43,2017,0qvzXomUDJVaUboy2wMfiS,Flicker (Deluxe),80,232852,False,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,4,dance
thnks fr th mmrs,fall out boy,46,2007,4rXPkKTkE0oYd9OltdFG9K,Обратно в клас - rock,2,204760,False,0.458,0.897,10,-5.006,0,0.0674,0.005,0.0,0.103,0.602,154.834,4,emo
thousand miles,the kid laroi,47,2022,1r8ZCjfrQxoy2wVaBUbpwg,Thousand Miles,81,164781,True,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,4,hip-hop
thriller,michael jackson,5,2024,7azo4rpSUh8nXgtonC6Pkq,Scream,70,358053,False,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427,4,soul
thriller / heads will roll,glee cast,16,2011,6FCngfdkfRZ0CwL2eZAgnc,"Glee: The Music, Volume 5",52,216560,False,0.633,0.822,10,-5.011,0,0.0722,0.00846,0.0,0.141,0.633,122.993,4,club
through glass,stone sour,50,2007,5NeIONQWJ25uPylJBJiO4c,Come What(ever) May [10th Anniversary Edition],71,282946,False,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,4,grunge
through the fire and flames,dragonforce,49,2008,2eB7JqIY4hTTSz31h6bjwR,Inhuman Rampage,67,439120,False,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,british
thunder,imagine dragons,32,2021,1zB4vmk8tFRmM9UULNzbLB,Evolve,85,187146,False,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,rock
thunderstruck,ac/dc,44,2012,57bgtoPSgt236HzfBOd8kj,The Razors Edge,84,292880,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,hard-rock
time in a bottle,jim croce,45,2023,20A2Xe76p9wxUFLbbzZjTM,Photographs & Memories: His Greatest Hits,37,148586,False,0.533,0.155,2,-16.837,1,0.0376,0.888,0.0,0.108,0.592,134.019,3,country
times like these,foo fighters,28,2021,67vYdAAM3oGsEImCRfbtsF,One By One (Expanded Edition),71,265560,False,0.376,0.908,4,-3.793,0,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,4,grunge
to be loved,adele,12,2021,10ImcQk9tihY1EKMDIbvXJ,30,70,403961,False,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,1,soul
to be loved by you,parker mccollum,49,2022,6WuG5vCUiW5c4GTWIb9AI2,Gold Chain Cowboy (Special Edition),43,199680,False,0.475,0.805,10,-4.456,1,0.0377,0.000453,0.0,0.143,0.488,145.976,4,country
tom sawyer,rush,48,2020,3QZ7uX97s82HFYSmQUAN1D,Moving Pictures (2011 Remaster),73,276880,False,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,hard-rock
tongue tied,grouplove,49,2012,0GO8y8jQk1PkHzS31d699N,Never Trust a Happy Song,79,218013,False,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,4,alt-rock
tonight tonight,hot chelle rae,43,2011,2i0AUcEnsDm3dsqLrFWUCq,Whatever,73,200466,False,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4,punk-rock
too good at goodbyes,sam smith,29,2018,1mXVgsBdtIVeCLJnSnmtdV,The Thrill Of It All (Special Edition),83,201000,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,dance
total eclipse of the heart,bonnie tyler,5,2024,7wuJGgpTNzbUyn26IOY6rj,The Very Best of Bonnie Tyler,77,267360,False,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,4,disco
touch it,busta rhymes,47,2006,3HVJbdz0V402U5YggQK4Ao,The Big Bang,60,214960,True,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,5,hardcore
toxic,glee cast,9,2010,5oxioZhKHdASa1PZM65kYT,"Glee: The Music, Volume 4",46,204413,False,0.606,0.74,8,-5.401,1,0.056,0.131,0.0,0.0797,0.485,132.582,4,club
traitor,olivia rodrigo,47,2021,5CZ40GBx1sQ9agT82CLQCT,SOUR,88,229226,False,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,4,pop
trap queen,fetty wap,44,2016,2d8JP84HNLKhmd6IYOoupQ,Fetty Wap (Deluxe),74,222093,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,j-dance
treat you better,shawn mendes,39,2017,3QGsuHI8jO1Rx4JWLUh9jd,Illuminate,84,187973,False,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4,dance
true disaster,tove lo,50,2016,6s7PleW93OfE3YnujL9yxw,Lady Wood,54,204194,True,0.608,0.759,1,-6.096,1,0.0441,0.0528,3.41e-06,0.103,0.336,96.959,4,swedish
truth about you,mitchell tenpenny,23,2021,4Qum1kECNQrpREev5fvAQ4,Truth About You,66,203036,False,0.492,0.708,10,-4.639,1,0.0334,0.0975,0.0,0.12,0.697,161.989,4,country
truth hurts,lizzo,41,2020,5djmFvrnR30Tj9Yyj8tOQQ,Give You Love - Cozy Hits,1,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop
try everything,shakira,33,2016,1N3dZ7TTWO6VcD4Y3hHYLZ,Zootopia (Original Motion Picture Soundtrack),70,196853,False,0.705,0.609,1,-4.897,1,0.0307,0.0257,0.0,0.0846,0.476,115.474,4,latin
tubthumping,chumbawamba,42,2022,1FEnQEZCbHMtaxRy3o7S3u,Hits Pop Rock 90's,2,278960,False,0.608,0.871,11,-7.496,0,0.0813,0.106,0.0,0.363,0.61,103.78,4,punk
tunnel vision,kodak black,42,2017,3F9SGJzTCkqIS3d99iz0p7,Hiphopowe nowości,0,268186,True,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,hip-hop
turning tables,adele,37,2011,2eF2x1BkgilhaZ2AipRY8j,21,68,250000,False,0.353,0.446,0,-6.044,0,0.0285,0.95,1.35e-05,0.132,0.211,155.476,4,british
typa girl,blackpink,49,2022,3BHR1mJOqn2UZyq98YKPgd,BORN PINK,82,179172,True,0.918,0.585,7,-7.781,1,0.0889,0.0627,0.0,0.624,0.519,131.966,4,k-pop
ugh!,bts,13,2020,2QZe2H1f03t5PJWEMg2Mbe,MAP OF THE SOUL : 7,69,225012,False,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,4,k-pop
uma thurman,fall out boy,48,2015,1ZntV75KmB90f7MZVLPDzO,Helloween Party,2,211573,False,0.623,0.961,4,-2.616,0,0.0869,0.102,0.000171,0.264,0.668,149.963,4,emo
unchained melody,the righteous brothers,39,2023,2qhASBzpbFhPRtrnZ5lLnz,Just Once In My Life,75,218013,False,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,3,r-n-b
under and over it,five finger death punch,49,2011,35aYLuIWeFd7iM7rY3x5GB,American Capitalist (Deluxe),57,218133,True,0.468,0.996,11,-3.027,0,0.179,1.41e-05,0.0,0.26,0.094,75.978,4,groove
under the bridge,red hot chili peppers,40,2023,3d9DChrdc6BOeFsbrZ3Is0,Blood Sugar Sex Magik (Deluxe Edition),82,264306,False,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,alt-rock
under the influence,chris brown,36,2023,5IgjP7X4th6nMNDh4akUHb,Indigo (Extended),96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance
undrunk,fletcher,49,2019,7rvWVAM7b9yNkQ5twoxvY2,Herbststimmung,0,183428,True,0.442,0.579,5,-6.484,1,0.145,0.489,1.04e-06,0.126,0.546,83.336,4,electro
unsainted,slipknot,26,2019,5mpUKTdskZea0gStWzeHUZ,We Are Not Your Kind,74,260773,True,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,4,alternative
unsteady,x ambassadors,44,2017,7lGKEWMXVWWTt3X71Bv44I,VHS,74,193546,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,alt-rock
unstoppable,sia,50,2023,2J2Z1SkXYghSajLibnQHOa,This Is Acting,81,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,dance
until i found you,stephen sanchez,21,2024,0T5iIrXA4p5GsubkhuBIKV,Until I Found You,90,177720,False,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,pop
uptown girl,glee cast,42,2011,5iaPhRuBYqeCHbCOpOlvx5,"Glee: The Music, Volume 7",46,180706,False,0.618,0.643,4,-4.086,1,0.0297,0.569,0.0,0.443,0.722,128.992,4,club
vete,bad bunny,38,2019,5DxXgozhkPLgrbKFY91w0c,Vete,79,192024,True,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,4,latino
vicarious,tool,26,2019,65ShmiE5aLBdcIGr7tHX35,"10,000 Days",64,426680,False,0.506,0.877,0,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,5,metal
victoria’s secret,jax,43,2023,4svaKoxMMP7ImmKrD5hfQu,Victoria’s Secret,82,176124,True,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,singer-songwriter
visiting hours,ed sheeran,37,2021,0MbP1Nr6DLXB7HFXD7QVwU,20's Rock,0,215506,False,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,4,pop
voices in my head,falling in reverse,25,2022,5XUuldRjPXcP5QxyEN4IXT,Voices In My Head,73,191414,True,0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,4,metal
wow,zara larsson,38,2019,3O8b0dDy1Z8BNM81U8DE1j,WOW,60,179675,True,0.748,0.79,6,-4.788,0,0.169,0.492,0.0,0.0901,0.279,77.495,4,edm
wagon wheel,darius rucker,47,2013,7nzbdPYlaoVjV42rzBWStH,Fishing Music,1,298400,False,0.535,0.661,9,-7.139,1,0.0304,0.46,0.0,0.142,0.596,148.121,4,country
waiting for superman,daughtry,26,2013,4AU7z13HYmPMetlWbq1mys,Baptized (Deluxe Version),60,266960,False,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,4,grunge
waiting for the end,linkin park,48,2011,1EWDtcKzwZqflFqdiN3fyv,A Thousand Suns,42,231680,False,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,0.323,170.005,4,alternative
waiting on the world to change,john mayer,50,2007,5imShWWzwqfAJ9gXFpGAQh,Continuum,73,201173,False,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4,singer-songwriter
wake me up when september ends,green day,40,2006,3ZffCQKLFLUvYM59XKLbVm,American Idiot,78,285653,False,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,4,punk
walk on water,thirty seconds to mars,50,2017,6FT9FZccFD6nE8dMNslz2n,AMERICA,64,185466,False,0.495,0.787,8,-6.89,1,0.0368,9.16e-05,0.0,0.167,0.388,140.003,4,grunge
walk this way,aerosmith,50,2008,5SZ6zX4rOrEQferfFC2MfP,Toys In The Attic,75,220400,False,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,4,hard-rock
walking on a dream,empire of the sun,19,2016,5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream (10th Anniversary Edition),79,198440,False,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,alt-rock
want to want me,jason derulo,41,2015,5w7WThQajSkiot89EkoqRa,Running Songs,1,206280,True,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031,4,dance
wanted,hunter hayes,46,2013,1Xb5x1ESNwewKHUc7TaZG7,Cozy Country,0,228840,False,0.414,0.475,0,-7.692,1,0.0299,0.268,0.0,0.0816,0.3,169.726,4,country
wanted,onerepublic,14,2019,6hLkeOMrhZ2CMLBp2of576,Wanted,58,136247,False,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,4,piano
wanted dead or alive,bon jovi,50,2007,1Bno2DWL2kmfiy1V5OlmCz,Fishing Music,2,308560,False,0.265,0.818,7,-3.553,1,0.0393,0.0774,0.024,0.323,0.251,150.332,4,metal
wasted on you,morgan wallen,37,2023,3cBsEDNhFI9E82vPj3kvi3,Dangerous: The Double Album,83,178520,False,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3,country
water under the bridge,adele,50,2017,2DRMuw0U0QbkVQxWxdJV3M,25,70,240439,False,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4,british
watermelon sugar,harry styles,46,2021,6UelLqGlWMcVH1E5c4H7lY,Fine Line,89,174000,False,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,pop
way down we go,kaleo,6,2021,0y1QJc3SJVPKJ1OvFmFqe6,A/B,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alt-rock
we are bulletproof : the eternal,bts,25,2024,133ocfbXXG4HTk76qgSeUb,MAP OF THE SOUL : 7,71,261542,False,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,4,k-pop
we are young,glee cast,28,2011,1zugfOhn6BebboqGcpUlba,"Glee: The Music, The Graduation Album",50,249773,False,0.378,0.554,7,-6.086,1,0.0497,0.0504,0.0,0.199,0.523,91.977,4,club
we be burnin',sean paul,48,2006,4kOTDj4SiZPkW1p96WMDNv,The Trinity,61,213066,False,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,4,dancehall
welcome to my life,simple plan,49,2005,10rChmECwPcvTTj4w07hq4,Still Not Getting Any,69,206773,False,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,4,punk-rock
welcome to the black parade,my chemical romance,50,2023,5wQnmLuC1W7ATsArWACrgW,The Black Parade,79,311106,False,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4,emo
west coast,lana del rey,6,2014,50pfrD2Dne6PZam0YaweZu,Best Alternative Pop Tunes,2,256768,False,0.359,0.611,6,-7.676,0,0.0389,0.206,0.0254,0.0898,0.427,93.05,4,pop
west coast,onerepublic,36,2022,2hReXQtxmJVC1e68rvpAFY,Arbeitsmusik Herbst/Winter 2022/2023,0,192947,False,0.685,0.699,6,-7.803,0,0.0349,0.317,0.0,0.0895,0.884,134.057,4,piano
what a wonderful world,louis armstrong,16,2022,1qCQTy0fTXerET4x8VHyr9,What A Wonderful World,73,137520,False,0.399,0.258,5,-16.028,1,0.033,0.792,1.86e-06,0.128,0.192,108.174,3,jazz
what about now,daughtry,13,2008,35SuLFF1dk9nBgjE2HzTzp,It's Not Over....The Hits So Far,53,251626,False,0.387,0.862,9,-2.219,0,0.0457,0.107,0.0,0.103,0.337,161.984,4,grunge
what are you waiting for?,nickelback,32,2014,5yUFxEu2kx3WBghRvaHVcn,No Fixed Address,63,218906,False,0.49,0.907,3,-4.129,1,0.0693,0.045,0.0,0.293,0.418,152.023,4,grunge
what christmas means to me,stevie wonder,40,2020,4T5rPYBa3BglApHnLII02Q,Christmas Songs 2022,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
what hurts the most,rascal flatts,42,2007,4bVuIlGQBMWS7vIhcx8Ae4,Me And My Gang,71,214106,False,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,4,country
what i've done,linkin park,33,2017,4wfyFIRnxdIN0v4OGtXcX3,Minutes to Midnight,58,205613,False,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,alternative
what makes you beautiful,one direction,50,2013,4cluDES4hQEUhmXj6TXkSo,Up All Night,84,199986,False,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4,pop
what's love got to do with it,tina turner,15,2023,0ew5ANHq1cfeLU9Vj15pJ1,80's,0,230240,False,0.855,0.482,1,-8.902,1,0.0576,0.252,2.2e-05,0.151,0.795,97.792,4,disco
whatever it takes,imagine dragons,46,2019,6Qn5zhYkTa37e91HC1D7lb,Evolve,81,201240,False,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4,rock
whatever it takes,lifehouse,44,2008,3nzL5CIQiCEt6jRt1AlQ9d,Who We Are,58,207240,False,0.439,0.874,0,-4.165,1,0.0299,0.00571,0.0,0.176,0.527,150.036,4,grunge
when we stand together,nickelback,50,2011,4bCOAuhvjsxbVBM5MM8oik,Here and Now (Audio Only Version),67,190786,False,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,4,grunge
when we were young,adele,47,2021,6O5TrlFWTYvznd9fMC0VvU,25,79,290900,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,4,british
when you were young,the killers,41,2006,34ldTowcv56E2DqtSaYBjP,OO's Music Grandi Successi,5,220413,False,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,4,alt-rock
when you're gone,shawn mendes,43,2022,5HxE0w9l186jzG1TBSCh0F,Autumn Vibes 2022,0,172266,False,0.605,0.713,5,-5.865,1,0.0381,0.0203,0.0,0.548,0.603,147.166,4,dance
where it ends,bailey zimmerman,16,2024,1ubwDgxIb5ztWAkYxppOCi,Country Car Hits,1,179294,False,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,4,country
where the hood at,dmx,23,2021,6RUpJeXT6U4SPEafnr9Wr7,Grand Champ,71,286266,True,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.356,0.792,186.151,4,hardcore
wherever i go,onerepublic,34,2016,46jLy47W8rkf8rEX04gMKB,Oh My My (Deluxe),70,169773,False,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,4,piano
whiskey and rain,michael ray,30,2022,5ATfVQguM66UV9svXfTJg9,Easy Country,0,206986,False,0.653,0.623,8,-4.56,1,0.0244,0.505,3.61e-06,0.279,0.718,100.021,4,country
whiskey glasses,morgan wallen,23,2021,6foY66mWZN0pSRjZ408c00,If I Know Me,81,234346,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,country
who says,john mayer,35,2009,0HLWvLKQWpFdPhgk6ym58n,Battle Studies,64,175480,False,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,4,singer-songwriter
who says,selena gomez & the scene,48,2011,3TcL0dyCMyr0kyTTc4NLgI,When The Sun Goes Down,77,195613,False,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4,dance
why can't this be love,van halen,43,2020,0TaT50ZZxT4ytZxuqkE3A9,5150,66,227693,False,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,4,hard-rock
wild child,the black keys,36,2022,02bJ6uGeHKfNOhIc9qyA8e,Dropout Boogie,69,164866,False,0.68,0.639,5,-6.233,0,0.0278,0.017,5.09e-06,0.0398,0.957,106.991,4,alt-rock
wild life,onerepublic,49,2020,6oaQuXiRKqQq9ITJBV1XmC,Wild Life,59,267117,False,0.498,0.764,2,-8.096,1,0.0382,0.0118,0.0104,0.156,0.0557,115.975,4,piano
wildest dreams,taylor swift,45,2016,3fVnlF4pGqWI9flVENcT28,1989,80,220440,False,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,4,pop
willow,taylor swift,42,2021,3AYtDDIbG4DQxnEFELeFag,Autumn Vibes 2022,0,214706,False,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,4,pop
with arms wide open,creed,19,2023,2cJDsHTLgDQvf5G73RCNX5,Father's Day 2020,56,278440,False,0.415,0.533,0,-8.445,1,0.0308,0.0037,0.000732,0.176,0.126,138.929,4,grunge
without me,eminem,41,2022,7lQ8MOhq6IN2w8EYcFNSUk,The Eminem Show,88,290320,True,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,hip-hop
